date,year,month,day,cluster_i,cluster_j,node_index
2021-06-27,2021,6,27,1,2,4
2021-06-28,2021,6,28,1,1,1
2021-06-29,2021,6,29,1,1,1
2021-06-30,2021,6,30,1,1,1
2021-07-01,2021,7,1,2,1,2
2021-07-02,2021,7,2,2,1,2
2021-07-03,2021,7,3,2,1,2
2021-07-04,2021,7,4,1,2,4
2021-07-05,2021,7,5,1,2,4
2021-07-06,2021,7,6,1,2,4
2021-07-07,2021,7,7,1,2,4
2021-07-08,2021,7,8,1,2,4
2021-07-09,2021,7,9,1,2,4
2021-07-10,2021,7,10,1,2,4
2021-07-11,2021,7,11,1,2,4
2021-07-12,2021,7,12,1,2,4
2021-07-13,2021,7,13,1,2,4
2021-07-14,2021,7,14,1,2,4
2021-07-15,2021,7,15,1,2,4
2021-07-16,2021,7,16,3,2,6
2021-07-17,2021,7,17,2,3,8
2021-07-18,2021,7,18,3,3,9
2021-07-19,2021,7,19,3,3,9
2021-07-20,2021,7,20,3,3,9
2021-07-21,2021,7,21,3,3,9
2021-07-22,2021,7,22,3,3,9
2021-07-23,2021,7,23,3,3,9
2021-07-24,2021,7,24,3,3,9
2021-07-25,2021,7,25,2,3,8
2021-07-26,2021,7,26,3,3,9
2021-07-27,2021,7,27,3,3,9
2021-07-28,2021,7,28,3,3,9
2021-07-29,2021,7,29,3,3,9
2021-07-30,2021,7,30,3,3,9
2021-07-31,2021,7,31,3,3,9
2021-08-01,2021,8,1,3,3,9
2021-08-02,2021,8,2,3,3,9
2021-08-03,2021,8,3,3,3,9
2021-08-04,2021,8,4,3,3,9
2021-08-05,2021,8,5,3,3,9
2021-08-06,2021,8,6,3,3,9
2021-08-07,2021,8,7,1,1,1
2021-08-08,2021,8,8,1,1,1
2021-08-09,2021,8,9,1,1,1
2021-08-10,2021,8,10,1,2,4
2021-08-11,2021,8,11,1,2,4
2021-08-12,2021,8,12,1,2,4
2021-08-13,2021,8,13,2,1,2
2021-08-14,2021,8,14,1,2,4
2021-08-15,2021,8,15,1,2,4
2021-08-16,2021,8,16,1,2,4
2021-08-17,2021,8,17,1,2,4
2021-08-18,2021,8,18,1,2,4
2021-08-19,2021,8,19,1,2,4
2021-08-20,2021,8,20,1,2,4
2021-08-21,2021,8,21,1,2,4
2021-08-22,2021,8,22,1,2,4
2021-08-23,2021,8,23,1,2,4
2021-08-24,2021,8,24,1,2,4
2021-08-25,2021,8,25,1,2,4
2021-08-26,2021,8,26,1,2,4
2021-08-27,2021,8,27,1,2,4
2021-08-28,2021,8,28,1,2,4
2021-08-29,2021,8,29,1,2,4
2021-08-30,2021,8,30,1,2,4
2021-08-31,2021,8,31,1,2,4
2022-06-01,2022,6,1,1,3,7
2022-06-02,2022,6,2,1,3,7
2022-06-03,2022,6,3,1,3,7
2022-06-04,2022,6,4,1,3,7
2022-06-05,2022,6,5,1,3,7
2022-06-06,2022,6,6,1,3,7
2022-06-07,2022,6,7,1,3,7
2022-06-08,2022,6,8,1,1,1
2022-06-09,2022,6,9,1,1,1
2022-06-10,2022,6,10,1,2,4
2022-06-11,2022,6,11,1,2,4
2022-06-12,2022,6,12,1,3,7
2022-06-13,2022,6,13,1,2,4
2022-06-14,2022,6,14,1,2,4
2022-06-15,2022,6,15,1,2,4
2022-06-16,2022,6,16,1,2,4
2022-06-17,2022,6,17,1,2,4
2022-06-18,2022,6,18,1,2,4
2022-06-19,2022,6,19,1,2,4
2022-06-20,2022,6,20,1,1,1
2022-06-21,2022,6,21,1,2,4
2022-06-22,2022,6,22,1,2,4
2022-06-23,2022,6,23,1,2,4
2022-06-24,2022,6,24,1,2,4
2022-06-25,2022,6,25,1,2,4
2022-06-26,2022,6,26,1,2,4
2022-06-27,2022,6,27,1,2,4
2022-06-28,2022,6,28,1,2,4
2022-06-29,2022,6,29,1,2,4
2022-06-30,2022,6,30,1,2,4
2022-07-01,2022,7,1,1,2,4
2022-07-02,2022,7,2,1,2,4
2022-07-03,2022,7,3,1,2,4
2022-07-04,2022,7,4,1,2,4
2022-07-05,2022,7,5,1,2,4
2022-07-06,2022,7,6,1,2,4
2022-07-07,2022,7,7,1,3,7
2022-07-08,2022,7,8,1,3,7
2022-07-09,2022,7,9,1,3,7
2022-07-10,2022,7,10,1,2,4
2022-07-11,2022,7,11,1,2,4
2022-07-12,2022,7,12,1,2,4
2022-07-13,2022,7,13,1,3,7
2022-07-14,2022,7,14,1,3,7
2022-07-15,2022,7,15,1,2,4
2022-07-16,2022,7,16,1,2,4
2022-07-17,2022,7,17,1,2,4
2022-07-18,2022,7,18,1,2,4
2022-07-19,2022,7,19,1,3,7
2022-07-20,2022,7,20,1,2,4
2022-07-21,2022,7,21,1,2,4
2022-07-22,2022,7,22,1,2,4
2022-07-23,2022,7,23,1,2,4
2022-07-24,2022,7,24,1,2,4
2022-07-25,2022,7,25,1,2,4
2022-07-26,2022,7,26,1,2,4
2022-07-27,2022,7,27,1,2,4
2022-07-28,2022,7,28,1,2,4
2022-07-29,2022,7,29,1,2,4
2022-07-30,2022,7,30,1,2,4
2022-07-31,2022,7,31,1,2,4
2022-08-01,2022,8,1,1,2,4
2022-08-02,2022,8,2,1,2,4
2022-08-03,2022,8,3,1,2,4
2022-08-04,2022,8,4,1,2,4
2022-08-05,2022,8,5,1,2,4
2022-08-06,2022,8,6,2,1,2
2022-08-07,2022,8,7,3,2,6
2022-08-08,2022,8,8,2,2,5
2022-08-09,2022,8,9,2,2,5
2022-08-10,2022,8,10,2,2,5
2022-08-11,2022,8,11,1,2,4
2022-08-12,2022,8,12,1,2,4
2022-08-13,2022,8,13,1,2,4
2022-08-14,2022,8,14,1,2,4
2022-08-15,2022,8,15,1,2,4
2022-08-16,2022,8,16,3,2,6
2022-08-17,2022,8,17,3,2,6
2022-08-18,2022,8,18,2,2,5
2022-08-19,2022,8,19,2,2,5
2022-08-20,2022,8,20,2,2,5
2022-08-21,2022,8,21,2,3,8
2022-08-22,2022,8,22,2,3,8
2022-08-23,2022,8,23,1,2,4
2022-08-24,2022,8,24,1,2,4
2022-08-25,2022,8,25,1,2,4
2022-08-26,2022,8,26,1,2,4
2022-08-27,2022,8,27,1,2,4
2022-08-28,2022,8,28,1,2,4
2022-08-29,2022,8,29,1,2,4
2022-08-30,2022,8,30,1,2,4
2022-08-31,2022,8,31,1,2,4
2023-06-01,2023,6,1,3,2,6
2023-06-02,2023,6,2,3,1,3
2023-06-03,2023,6,3,3,1,3
2023-06-04,2023,6,4,3,1,3
2023-06-05,2023,6,5,3,1,3
2023-06-06,2023,6,6,2,1,2
2023-06-07,2023,6,7,2,1,2
2023-06-08,2023,6,8,2,1,2
2023-06-09,2023,6,9,3,3,9
2023-06-10,2023,6,10,3,3,9
2023-06-11,2023,6,11,1,2,4
2023-06-12,2023,6,12,1,1,1
2023-06-13,2023,6,13,1,1,1
2023-06-14,2023,6,14,1,3,7
2023-06-15,2023,6,15,1,3,7
2023-06-16,2023,6,16,1,3,7
2023-06-17,2023,6,17,1,3,7
2023-06-18,2023,6,18,1,3,7
2023-06-19,2023,6,19,1,3,7
2023-06-20,2023,6,20,3,1,3
2023-06-21,2023,6,21,3,1,3
2023-06-22,2023,6,22,3,1,3
2023-06-23,2023,6,23,1,3,7
2023-06-24,2023,6,24,2,1,2
2023-06-25,2023,6,25,1,2,4
2023-06-26,2023,6,26,1,2,4
2023-06-27,2023,6,27,1,2,4
2023-06-28,2023,6,28,1,2,4
2023-06-29,2023,6,29,1,1,1
2023-06-30,2023,6,30,1,2,4
2023-07-01,2023,7,1,1,2,4
2023-07-02,2023,7,2,1,1,1
2023-07-03,2023,7,3,1,2,4
2023-07-04,2023,7,4,1,2,4
2023-07-05,2023,7,5,1,2,4
2023-07-06,2023,7,6,1,2,4
2023-07-07,2023,7,7,1,2,4
2023-07-08,2023,7,8,1,2,4
2023-07-09,2023,7,9,1,2,4
2023-07-10,2023,7,10,2,1,2
2023-07-11,2023,7,11,2,1,2
2023-07-12,2023,7,12,1,2,4
2023-07-13,2023,7,13,2,1,2
2023-07-14,2023,7,14,3,3,9
2023-07-15,2023,7,15,3,3,9
2023-07-16,2023,7,16,3,3,9
2023-07-17,2023,7,17,2,3,8
2023-07-18,2023,7,18,2,3,8
2023-07-19,2023,7,19,2,3,8
2023-07-20,2023,7,20,2,3,8
2023-07-21,2023,7,21,2,3,8
2023-07-22,2023,7,22,2,3,8
2023-07-23,2023,7,23,2,3,8
2023-07-24,2023,7,24,3,2,6
2023-07-25,2023,7,25,3,2,6
2023-07-26,2023,7,26,3,3,9
2023-07-27,2023,7,27,3,3,9
2023-07-28,2023,7,28,2,3,8
2023-07-29,2023,7,29,2,3,8
2023-07-30,2023,7,30,2,3,8
2023-07-31,2023,7,31,2,3,8
2023-08-01,2023,8,1,2,3,8
2023-08-02,2023,8,2,3,3,9
2023-08-03,2023,8,3,3,3,9
2023-08-04,2023,8,4,3,3,9
2023-08-05,2023,8,5,2,3,8
2023-08-06,2023,8,6,3,3,9
2023-08-07,2023,8,7,2,3,8
2023-08-08,2023,8,8,2,3,8
2023-08-09,2023,8,9,2,3,8
2023-08-10,2023,8,10,2,3,8
2023-08-11,2023,8,11,3,3,9
2023-08-12,2023,8,12,3,3,9
2023-08-13,2023,8,13,3,3,9
2023-08-14,2023,8,14,3,3,9
2023-08-15,2023,8,15,3,3,9
2023-08-16,2023,8,16,3,3,9
2023-08-17,2023,8,17,3,3,9
2023-08-18,2023,8,18,3,3,9
2023-08-19,2023,8,19,2,3,8
2023-08-20,2023,8,20,2,3,8
2023-08-21,2023,8,21,2,2,5
2023-08-22,2023,8,22,2,2,5
2023-08-23,2023,8,23,2,2,5
2023-08-24,2023,8,24,2,2,5
2023-08-25,2023,8,25,2,2,5
2023-08-26,2023,8,26,2,3,8
2023-08-27,2023,8,27,2,3,8
2023-08-28,2023,8,28,3,3,9
2023-08-29,2023,8,29,3,3,9
2023-08-30,2023,8,30,3,3,9
2023-08-31,2023,8,31,3,3,9
